1: length=-1, (b, c, d) = (0, 0, -1)
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid d7436b20-5bd0-4f50-a32a-8fa1fa61a85e) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,673 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 652d02fb-83eb-4483-ac0b-9eff8a764461) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,672 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,672 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,672 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,672 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,674 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,674 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,694 [IPC Server handler 0 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:30,707 [IPC Server handler 8 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-7836c789-3df3-4ade-8fb6-3afebc5d4302 for DN 127.0.0.1:35554
2020-12-03 07:24:30,708 [IPC Server handler 8 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-82dcdbbf-769b-4c56-925d-0357f7677a83 for DN 127.0.0.1:35554
2020-12-03 07:24:30,709 [IPC Server handler 4 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-1cba7238-1c9a-46d1-813e-57194888ccfc for DN 127.0.0.1:37666
2020-12-03 07:24:30,710 [IPC Server handler 4 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-1c68f775-fc54-4387-8bd5-c34f41ed42e3 for DN 127.0.0.1:37666
2020-12-03 07:24:30,711 [IPC Server handler 9 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-17a76543-dba4-4ae5-84a9-0771cb770f9c for DN 127.0.0.1:35974
2020-12-03 07:24:30,711 [IPC Server handler 9 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-9284d452-ec75-4d32-a5db-cf325205e975 for DN 127.0.0.1:35974
2020-12-03 07:24:30,711 [IPC Server handler 5 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 for DN 127.0.0.1:43169
2020-12-03 07:24:30,711 [IPC Server handler 5 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 for DN 127.0.0.1:43169
2020-12-03 07:24:30,711 [IPC Server handler 2 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 for DN 127.0.0.1:38080
2020-12-03 07:24:30,711 [IPC Server handler 2 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 for DN 127.0.0.1:38080
2020-12-03 07:24:30,712 [IPC Server handler 7 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 for DN 127.0.0.1:37118
2020-12-03 07:24:30,712 [IPC Server handler 7 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc for DN 127.0.0.1:37118
2020-12-03 07:24:30,712 [IPC Server handler 6 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-8782261c-8974-4d10-8758-b15a171ad8ac for DN 127.0.0.1:34518
2020-12-03 07:24:30,712 [Listener at localhost/41345] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2798)) - No heartbeat from DataNode: 127.0.0.1:34518
2020-12-03 07:24:30,712 [Listener at localhost/41345] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:30,712 [IPC Server handler 6 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-fefa4c44-5937-4442-ad31-fa122a612ca5 for DN 127.0.0.1:34518
2020-12-03 07:24:30,713 [IPC Server handler 1 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-da165306-2297-46a9-9796-fadbcb076d32 for DN 127.0.0.1:40041
2020-12-03 07:24:30,713 [IPC Server handler 1 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-1df59b54-af62-4785-bea2-f260be54184a for DN 127.0.0.1:40041
2020-12-03 07:24:30,713 [IPC Server handler 3 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-75cf6593-5f46-4df0-aa37-6fabed9cf59c for DN 127.0.0.1:40540
2020-12-03 07:24:30,714 [IPC Server handler 3 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-c4809f2c-b656-44a7-9fe9-d388d4198e13 for DN 127.0.0.1:40540
2020-12-03 07:24:30,750 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x5691f98e5198f8ca: Processing first storage report for DS-82dcdbbf-769b-4c56-925d-0357f7677a83 from datanode c08f2fc4-9604-4e66-a1b6-0f200d2b7603
2020-12-03 07:24:30,752 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x5691f98e5198f8ca: from storage DS-82dcdbbf-769b-4c56-925d-0357f7677a83 node DatanodeRegistration(127.0.0.1:35554, datanodeUuid=c08f2fc4-9604-4e66-a1b6-0f200d2b7603, infoPort=38861, infoSecurePort=0, ipcPort=44314, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 1 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,752 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xefa4bc4df62da711: Processing first storage report for DS-1cba7238-1c9a-46d1-813e-57194888ccfc from datanode d7436b20-5bd0-4f50-a32a-8fa1fa61a85e
2020-12-03 07:24:30,752 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xefa4bc4df62da711: from storage DS-1cba7238-1c9a-46d1-813e-57194888ccfc node DatanodeRegistration(127.0.0.1:37666, datanodeUuid=d7436b20-5bd0-4f50-a32a-8fa1fa61a85e, infoPort=36668, infoSecurePort=0, ipcPort=42521, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,752 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x122fb8e2443c23ae: Processing first storage report for DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 from datanode ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x122fb8e2443c23ae: from storage DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 node DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xe71bf33ee9b88d53: Processing first storage report for DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 from datanode ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xe71bf33ee9b88d53: from storage DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 node DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x1cced64f92cffb3b: Processing first storage report for DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 from datanode 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x1cced64f92cffb3b: from storage DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 node DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 1 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xd576e86131b96de9: Processing first storage report for DS-17a76543-dba4-4ae5-84a9-0771cb770f9c from datanode 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xd576e86131b96de9: from storage DS-17a76543-dba4-4ae5-84a9-0771cb770f9c node DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,753 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x5691f98e5198f8ca: Processing first storage report for DS-7836c789-3df3-4ade-8fb6-3afebc5d4302 from datanode c08f2fc4-9604-4e66-a1b6-0f200d2b7603
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x5691f98e5198f8ca: from storage DS-7836c789-3df3-4ade-8fb6-3afebc5d4302 node DatanodeRegistration(127.0.0.1:35554, datanodeUuid=c08f2fc4-9604-4e66-a1b6-0f200d2b7603, infoPort=38861, infoSecurePort=0, ipcPort=44314, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xefa4bc4df62da711: Processing first storage report for DS-1c68f775-fc54-4387-8bd5-c34f41ed42e3 from datanode d7436b20-5bd0-4f50-a32a-8fa1fa61a85e
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xefa4bc4df62da711: from storage DS-1c68f775-fc54-4387-8bd5-c34f41ed42e3 node DatanodeRegistration(127.0.0.1:37666, datanodeUuid=d7436b20-5bd0-4f50-a32a-8fa1fa61a85e, infoPort=36668, infoSecurePort=0, ipcPort=42521, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x122fb8e2443c23ae: Processing first storage report for DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 from datanode ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x122fb8e2443c23ae: from storage DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 node DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xe71bf33ee9b88d53: Processing first storage report for DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc from datanode ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xe71bf33ee9b88d53: from storage DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc node DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x1cced64f92cffb3b: Processing first storage report for DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 from datanode 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:30,754 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x1cced64f92cffb3b: from storage DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 node DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,755 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xd576e86131b96de9: Processing first storage report for DS-9284d452-ec75-4d32-a5db-cf325205e975 from datanode 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:30,755 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xd576e86131b96de9: from storage DS-9284d452-ec75-4d32-a5db-cf325205e975 node DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:30,774 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x5691f98e5198f8ca,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 4 msec to generate and 41 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:30,774 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x122fb8e2443c23ae,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 4 msec to generate and 41 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:30,774 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,774 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0xefa4bc4df62da711,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 9 msec to generate and 40 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:30,775 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,774 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0xd576e86131b96de9,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 9 msec to generate and 41 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
